,Stanford_timestamp,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UnblindingStage,PipeSize_inch,MeterCode,PlumeEstablished,PlumeSteady,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,Operator_Timestamp,PlumeDevelopIndex,tc_Classification
66,2021-10-23 18:30:00+00:00,1502.2619086961884,1409.7275092320895,1594.0362062290696,0,,,1,8.0,218645.0,True,True,3972.335892145962,3756.302409334204,4194.779197889089,2145.6727728267338,2019.6065531226352,2271.3307848903255,2021-10-23 18:30:00+00:00,< 5,FN
67,2021-10-23 18:45:00+00:00,4011.936531715502,3792.8815838172336,4239.8324753366915,0,,,1,8.0,218645.0,True,True,3983.321106782231,3766.6864025463883,4199.4938753455735,3979.6933994344204,3764.7893495398152,4202.578404053757,2021-10-23 18:45:00+00:00,> 15,FN
68,2021-10-24 17:15:00+00:00,21.18283308291234,-16.890414775344873,58.945554009531676,474.7,,,1,8.0,218645.0,True,True,86.40207692235869,48.81331025160329,124.33069634869028,37.091880376865824,-1.3941626531098512,75.98427172509464,2021-10-24 17:15:00+00:00,> 15,FP
69,2021-10-24 17:30:00+00:00,3138.004541640502,2960.664008967789,3314.005369054498,205.6,,,1,8.0,218645.0,True,True,4238.422717922765,4006.1907178958986,4472.9530559676405,4199.56597128348,3969.102406202073,4432.377576868512,2021-10-24 17:30:00+00:00,< 15,TP
70,2021-10-24 17:45:00+00:00,0.0,0.0,0.0,0.86,,,1,8.0,218645.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-24 17:45:00+00:00,> 15,FP
71,2021-10-24 18:00:00+00:00,0.0,0.0,0.0,0,,,1,8.0,218645.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-24 18:00:00+00:00,> 15,TN
72,2021-10-24 18:15:00+00:00,1448.6538744208444,1359.0962646106625,1538.9464008459388,0,,,1,8.0,218645.0,True,True,3933.7636957452332,3715.3983108477664,4156.381619329119,2180.1432203872096,2052.097030055497,2309.013766938929,2021-10-24 18:15:00+00:00,< 5,FN
73,2021-10-24 18:30:00+00:00,3995.313242423422,3778.129189683153,4218.270421132972,0,,,1,8.0,218645.0,True,False,4073.434685529352,3848.5641175046026,4302.633485755006,4036.461769203776,3818.923570346958,4260.955699533531,2021-10-24 18:30:00+00:00,> 15,FN
74,2021-10-25 17:15:00+00:00,1.6295151456400423,-199.871281689226,207.4497794031618,0,,,1,2.0,218645.0,True,True,23.595798441185877,-571.8589191557346,616.2191552295602,7.963080576668654,-336.0751576255399,364.8582073347021,2021-10-25 17:15:00+00:00,< 5,FN
75,2021-10-25 17:30:00+00:00,185.74093775152772,175.23525875590013,196.08905954044198,0,,,1,2.0,218645.0,True,False,160.12335709208915,150.937643994635,169.26636014815315,178.76955270860438,168.60704005210522,189.01558165316146,2021-10-25 17:30:00+00:00,> 15,TN
76,2021-10-25 17:45:00+00:00,39.302699875426164,35.820611359554945,42.819760975457015,0,,,1,2.0,218645.0,False,False,10.326734294833274,7.673179463473753,12.91896364839934,59.19625842876316,54.861166175178106,63.50364474995607,2021-10-25 17:45:00+00:00,> 15,NE
77,2021-10-27 18:00:00+00:00,14.784331616103588,-22.837516378201936,51.9131658870554,0,,,1,8.0,218645.0,False,True,70.08647353215427,31.74697210233855,109.44456836856497,29.099177845538506,-7.893241682262689,67.09709829839908,2021-10-27 18:00:00+00:00,> 15,NE
78,2021-10-27 18:15:00+00:00,612.6401341266793,559.0160437872157,665.6549373609672,1.47,,,1,8.0,218645.0,True,True,1840.3232012341753,1730.348500508624,1952.4214043397526,913.8352354534007,849.3267088788255,979.1433158704434,2021-10-27 18:15:00+00:00,< 5,TP
79,2021-10-27 18:30:00+00:00,3466.7128128007093,3268.9315020510403,3660.3490284355935,2.94,,,1,8.0,218645.0,True,True,3405.806951630206,3218.0019949645966,3596.1815062236533,3435.459605442451,3243.054813074444,3629.5245741109356,2021-10-27 18:30:00+00:00,> 15,TP
80,2021-10-27 18:45:00+00:00,2445.7526122508198,2304.2144084569372,2590.406276513421,,,,1,8.0,218645.0,True,True,386.5843353971197,339.81442113271027,432.7347084007039,1917.6675900337436,1802.5909679011095,2034.0674770160308,,> 15,ER
81,2021-10-27 19:00:00+00:00,-12.901716131035148,-50.403986275560136,24.42247708306016,,,,1,8.0,218645.0,True,True,-12.719147754305677,-50.1443587218529,24.554603966909472,-12.432707659289674,-50.24269127521262,25.049312830017744,,> 15,ER
82,2021-10-27 19:15:00+00:00,158.60401546127028,118.66828353423864,198.0613979234418,0,,,1,8.0,218645.0,True,True,-12.429639615338928,-49.849026189921105,25.365395431600327,244.54214141317004,203.43913248266202,285.87555263210044,2021-10-27 19:15:00+00:00,> 15,TN
83,2021-10-28 17:15:00+00:00,73.80940101361792,36.5524504394393,112.65200380764803,229.93,,,1,8.0,218645.0,True,True,52.17554928120981,13.455999339197914,91.11465893832002,19.705214273041516,-17.313165840066958,58.176566175125394,2021-10-28 17:15:00+00:00,> 15,TP
84,2021-10-28 17:30:00+00:00,56.30464594339914,17.721191001479983,94.49824901363317,0.08,,,1,8.0,218645.0,True,True,-11.049433443909551,-48.56576524356554,27.214203288391523,39.29605903422202,1.8213535179057214,77.01385856595024,2021-10-28 17:30:00+00:00,> 15,FP
85,2021-10-28 17:45:00+00:00,-12.773916988155264,-50.484327573042,24.72139046204003,0,,,1,8.0,218645.0,True,True,-12.493644014950714,-49.22583761155129,25.465791868499483,-12.834208076885563,-50.266068289847034,24.827236406151606,2021-10-28 17:45:00+00:00,> 15,TN
86,2021-10-28 18:00:00+00:00,-12.873577610898161,-50.20255977644857,24.216099164770963,0,,,1,8.0,218645.0,True,True,-12.628661468810575,-50.4920240038371,24.364344775048487,-12.369047092148435,-49.61601484827438,25.011973530859073,2021-10-28 18:00:00+00:00,> 15,TN
87,2021-10-28 18:15:00+00:00,1907.458856752216,1792.696193256507,2021.834533140909,,,,1,8.0,218645.0,True,True,2068.218303711651,1945.7563441722737,2189.9296317219228,2034.9463940737455,1913.3752779514268,2156.264468466899,,< 10,ER
88,2021-10-29 17:45:00+00:00,96.07771502694628,57.82926096894906,134.67956082415418,0,,,1,8.0,218645.0,True,True,-4.723533346901069,-42.29219945475123,32.128048097043965,-6.728055103942332,-44.06965259210115,30.880634485170265,2021-10-29 17:45:00+00:00,> 15,TN
89,2021-10-29 18:00:00+00:00,-4.80037206154098,-43.22267689843712,32.348324418458404,0,,,1,8.0,218645.0,True,True,-4.608054739275031,-42.14319097111296,33.471934476312164,-4.849666067169286,-42.18511406531962,33.410849400687,2021-10-29 18:00:00+00:00,> 15,TN
90,2021-10-29 18:15:00+00:00,1714.3238021294187,1610.882940074053,1818.5233900445485,0,,,1,8.0,218645.0,True,True,4141.739202060568,3916.213325736683,4376.315791765846,2494.1225598512447,2351.971094333128,2637.4254800927833,2021-10-29 18:15:00+00:00,< 10,FN
91,2021-10-29 18:30:00+00:00,4881.336329955169,4616.686790165269,5150.369531985609,0,,,1,8.0,218645.0,True,True,5151.304310070891,4866.610935633578,5432.704230372371,5090.658748500432,4812.124993831317,5378.208383021579,2021-10-29 18:30:00+00:00,> 15,FN
92,2021-10-29 18:45:00+00:00,112.11283010000022,72.76842064481274,150.9778982003947,0,,,1,8.0,218645.0,True,True,-4.876271445260572,-42.57704869008385,32.87385804373428,5.022498795209341,-32.55482615922556,42.899565670906185,2021-10-29 18:45:00+00:00,> 15,TN
93,2021-10-29 19:00:00+00:00,-5.070531850485678,-42.634370227112846,32.5401041051206,,,,1,8.0,218645.0,True,True,-5.252986090716879,-43.07412572588837,30.994196659739544,-4.903842968230174,-42.953079343357,32.02008481088568,,> 15,ER
94,2021-10-29 19:15:00+00:00,-4.773724907328053,-42.01861658194629,32.65344434979667,0,,,1,8.0,218645.0,True,True,-4.620033282872687,-41.654304516777486,32.40028810797056,-4.662571952854799,-42.79175112385928,33.385118744631555,2021-10-29 19:15:00+00:00,> 15,TN
95,2021-10-29 19:30:00+00:00,-4.8925716242119295,-42.31805848212701,32.722809945423414,0,,,1,8.0,218645.0,True,True,-4.734145946870615,-41.31668823665807,32.43940656773402,-5.020685284878739,-42.230072179994536,32.98187962532649,2021-10-29 19:30:00+00:00,> 15,TN
96,2021-11-02 18:15:00+00:00,45.4745281566595,35.39003832123266,55.656107181923986,,,,1,4.0,218645.0,False,False,146.30743620178265,133.25779842099152,159.42210758801826,70.72828805695056,59.96427257847678,81.51907791123212,,< 5,NE
97,2021-11-02 18:30:00+00:00,1034.418740234213,977.1756653887509,1090.4594989005898,,,,1,4.0,218645.0,True,True,1115.9644127634401,1055.339960024506,1179.5361675106644,1050.9551349790074,992.3596738140244,1109.4100043973622,,> 15,ER
98,2021-11-02 18:45:00+00:00,,,,,,,1,4.0,218645.0,True,True,,,,,,,,> 15,ER
99,2021-11-03 17:00:00+00:00,0.0,0.0,0.0,0,,,1,2.0,218645.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-03 17:00:00+00:00,> 15,NE
100,2021-11-03 17:15:00+00:00,56.629050842944814,52.43362667879242,60.91381356528431,381.14,,,1,2.0,218645.0,False,True,114.20728377292173,107.23144721592298,121.12924578622882,85.06872443397096,79.5895387164254,90.77305516317413,2021-11-03 17:15:00+00:00,> 15,NE
101,2021-11-03 17:30:00+00:00,109.61743053054386,102.95864157451877,116.19750594682196,315.17,,,1,2.0,218645.0,False,False,99.53463720101435,93.23948272019418,105.67131385253485,107.33194002668827,100.8407400997342,113.80766586236157,2021-11-03 17:30:00+00:00,> 15,NE
102,2021-11-03 17:45:00+00:00,121.59092974227481,110.9059737106152,132.54137299663242,148.12,,,1,4.0,308188.0,True,True,201.94373030504804,188.0077916625606,216.19704350112292,135.6742940247012,124.38305227708999,146.95824753898495,2021-11-03 17:45:00+00:00,< 10,TP
103,2021-11-03 18:00:00+00:00,201.80692661927176,187.68072926211514,215.81900737099429,213.46,,,1,4.0,308188.0,True,True,200.68477100761174,186.55870389842644,214.67056422065068,201.27221114162137,187.16294023395332,215.22140208237983,2021-11-03 18:00:00+00:00,> 15,TP
104,2021-11-03 18:15:00+00:00,465.7592208962921,439.05356406623105,492.6802005341208,,,,1,4.0,308188.0,True,True,998.4744345703618,943.8994615728524,1054.6508490243868,598.4436504708567,564.8500849840092,632.3950473319983,,< 5,ER
105,2021-11-03 18:30:00+00:00,1392.6781322514928,1317.060214279624,1473.494735958234,,,,1,4.0,308188.0,True,True,1381.1864461755308,1305.9588952082631,1458.7728578789772,1385.6285283276343,1310.4353706542347,1463.958611269551,,> 15,ER
106,2021-11-03 18:45:00+00:00,468.7874958918117,441.1606300451923,495.9630898976413,205.83,,,1,4.0,308188.0,True,True,387.1098764255949,364.0513249388023,410.28740119360714,346.7596898954927,326.2550944956141,368.03040321235136,2021-11-03 18:45:00+00:00,< 10,TP
107,2021-11-03 19:00:00+00:00,390.3766403690204,367.0733655386508,413.25407524746095,323.61,,,1,4.0,308188.0,True,True,386.151393015663,363.41549873547496,409.08108103353266,389.45824158313764,366.7140697132818,412.4399694727527,2021-11-03 19:00:00+00:00,> 15,TP
108,2021-11-03 19:15:00+00:00,497.57519351977396,469.3711618827669,526.3540912682396,229.71,,,1,4.0,308188.0,True,True,525.3415173409566,494.8377016657535,555.3446633723571,527.9756495199365,497.5168182255284,558.569887722622,2021-11-03 19:15:00+00:00,< 15,TP
109,2021-11-03 19:30:00+00:00,382.1809633166128,359.3827680223328,404.6236296682072,,,,1,4.0,308188.0,True,True,319.254769537983,299.953315442306,338.927535932221,317.71973586129917,297.6988263983202,337.3480173703608,,< 15,ER
110,2021-11-03 19:45:00+00:00,316.0973537292042,296.4039538270833,335.4234674372333,67.1,,,1,4.0,308188.0,True,True,317.4929221208431,298.355233811228,336.8393688605936,314.04503537048055,294.4221848303936,333.48042129143255,2021-11-03 19:45:00+00:00,> 15,TP
111,2021-11-03 20:00:00+00:00,558.5904525673261,526.4674439141389,590.1749659661012,61.85,,,1,4.0,308188.0,True,True,787.1799235244165,744.4562913410196,830.4754887859241,678.0109384596452,640.0182940627827,715.2282836803779,2021-11-03 20:00:00+00:00,< 10,TP
112,2021-11-03 20:15:00+00:00,698.2240675564854,659.3608991968346,737.3003444907204,,,,1,4.0,308188.0,True,True,601.424128359958,568.0426749527372,635.5003551570704,662.5544662518183,625.2848296981754,700.3171376592364,,< 10,ER
113,2021-11-03 20:30:00+00:00,560.1928983071658,528.1494333422527,591.9804788059007,0,,,1,4.0,308188.0,False,True,482.6590026751169,454.9931971417431,510.54500418466444,540.3621652932857,508.82849525087505,571.8944265529118,2021-11-03 20:30:00+00:00,< 5,NE
114,2021-11-03 20:45:00+00:00,167.86774780206648,155.12660327164537,180.26570493337493,,,,1,4.0,308188.0,True,True,168.820089743591,156.3711019359774,181.47897408161145,168.47648365254543,156.13859710908514,181.16659652713813,,> 15,ER
115,2021-11-03 21:00:00+00:00,170.6508770673994,158.00818848678767,182.96659409364574,,,,1,4.0,308188.0,True,True,171.30361336657623,159.00308500419212,183.93392705143208,170.86367937781628,158.32530113136028,183.4189652261099,,> 15,ER
116,2021-11-03 21:15:00+00:00,415.80272282666203,391.467296899316,440.3393360009207,0,,,1,4.0,308188.0,True,True,417.8219256210525,393.080484306484,442.43307879073404,420.2993800278945,395.5661380967811,445.07688745809617,2021-11-03 21:15:00+00:00,< 15,FN
117,2021-11-03 21:30:00+00:00,412.98043780109964,388.8187962002715,437.2051555874038,,,,1,4.0,308188.0,False,False,413.8394120588211,389.19305253246296,438.16486032193876,412.8409169544307,388.22104287589104,436.61908888047753,,< 5,NE
118,2021-11-04 16:45:00+00:00,0.0,0.0,0.0,,,,1,4.0,308188.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,> 15,ER
119,2021-11-04 17:00:00+00:00,348.80086968281233,327.71068741330924,369.88107236634664,,,,1,4.0,308188.0,True,True,542.5563260417864,511.7007485736499,573.1258543630071,524.9661685514594,494.06768897681394,555.0719078680451,,< 10,ER
120,2021-11-04 17:15:00+00:00,558.6763872303405,527.0603493196478,590.9188037582508,,,,1,4.0,308188.0,False,True,627.3349607729689,592.4671658203916,662.5732566161815,572.8909768961945,540.6373382824451,605.3373799280542,,< 5,NE
121,2021-11-04 17:30:00+00:00,1084.3135124410544,1024.7669972335177,1145.5610329289227,113.29,,,1,4.0,308188.0,True,True,1073.4336181690294,1015.0904038342138,1131.8019107186524,1077.0988922769566,1019.267178137518,1139.579643318569,2021-11-04 17:30:00+00:00,> 15,TP
122,2021-11-04 17:45:00+00:00,696.8647163027197,657.7993760340514,736.4055948375128,372.59,,,1,4.0,308188.0,True,True,647.7524154329044,611.2739781116434,684.0628546636665,648.6927755822467,612.2583399968958,685.569317620965,2021-11-04 17:45:00+00:00,< 15,TP
123,2021-11-04 18:00:00+00:00,413.016779330266,388.9474889215178,437.08625391059917,72.46,,,1,4.0,308188.0,True,True,159.76629850219138,147.8107838351328,172.0473680631102,296.4502010436162,277.91676082832436,315.19619294304255,2021-11-04 18:00:00+00:00,< 10,TP
124,2021-11-04 18:15:00+00:00,171.41256055303361,158.88500419231605,184.0076979616837,0,,,1,4.0,308188.0,True,True,188.61106568436276,175.13810165776908,202.01295735536743,176.36076953241746,163.50747240009724,189.0108047168343,2021-11-04 18:15:00+00:00,< 5,FN
125,2021-11-04 18:30:00+00:00,250.56622737550066,234.49643283785056,266.65579764362127,0,,,1,4.0,308188.0,True,True,250.37048717054807,234.23193434508786,266.79853299811504,250.44545912586753,233.9852406415158,266.8944417350752,2021-11-04 18:30:00+00:00,> 15,FN
126,2021-11-04 18:45:00+00:00,441.1278772800583,415.23549883860994,467.2487606784806,,,,1,4.0,308188.0,True,True,733.249677334698,692.68729637378,774.1610913924711,537.1173540450953,506.7981268857628,567.6491677108036,,< 5,ER
127,2021-11-04 19:00:00+00:00,605.5620149616616,571.795630221886,640.019780007265,,,,1,4.0,308188.0,True,True,370.70958293839584,348.17229942249725,393.20646250346164,543.5627008598535,512.6987987094964,574.7175358034169,,< 5,ER
128,2021-11-04 19:15:00+00:00,349.1366673573683,328.3154507766447,370.2926725047343,186.33,,,1,4.0,308188.0,True,True,342.29439604343764,321.5031446354361,363.16611529323535,345.78919203953353,324.6320993119774,366.7184417971373,2021-11-04 19:15:00+00:00,> 15,TP
129,2021-11-04 19:30:00+00:00,43.26161343763644,-4511.109002394401,4512.402190896943,,,,1,0.5,21175085.0,True,True,96.84594914368736,-1683.429043717339,1867.077668758256,72.27696606001636,-3722.9582812650597,3778.8579631542807,,< 5,ER
130,2021-11-04 19:45:00+00:00,1.2925048527294727,-62.347794799664676,65.43634906028997,,,,1,0.5,21175085.0,True,True,2.522282137665472,-41.38402524104202,45.539238104416754,1.3145336736008453,-57.44584232498662,61.605151931047125,,> 15,ER
131,2021-11-04 20:00:00+00:00,0.0,0.0,0.0,2.46,,,1,0.5,21175085.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-04 20:00:00+00:00,< 5,FP
132,2021-11-04 20:15:00+00:00,14.799976989438075,14.701285670405882,14.862773791165823,0,,,1,0.5,21175085.0,True,True,31.581642587159678,31.37096264221483,31.715560925460196,20.611467741623816,20.475060584714637,20.699971461926395,2021-11-04 20:15:00+00:00,< 10,FN
133,2021-11-04 20:30:00+00:00,244.29983076278,228.30841307427235,260.2446185154201,,,,1,4.0,308188.0,True,True,665.2496330147783,628.8292433865637,702.4005951470533,350.81169054872873,329.68348196943526,371.8643691264469,,< 5,ER
134,2021-11-04 20:45:00+00:00,1091.8286893140128,1031.400049539776,1153.722886849467,0,,,1,4.0,308188.0,True,True,1175.4942388903173,1111.4438195344042,1242.6355039540065,1183.1308235603358,1118.5629088646815,1249.6207601891867,2021-11-04 20:45:00+00:00,< 15,FN
135,2021-11-04 21:00:00+00:00,0.0,0.0,0.0,,,,1,4.0,308188.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,< 10,ER
136,2021-11-04 21:15:00+00:00,0.0,0.0,0.0,0,,,1,4.0,308188.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-04 21:15:00+00:00,> 15,TN
137,2021-11-04 21:30:00+00:00,0.0,0.0,0.0,0,,,1,4.0,308188.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-04 21:30:00+00:00,> 15,TN
